City,Place ID,Clinic Name,Author,Rating,Text,Time,Relative Time,DGUID,CTUID
Mississauga,ChIJE1PaNVxqK4gRja-X_9X-ZS0,Hands That Cure Physical therapy & Rehab Clinic,Rohit Angral,5,"Had a fantastic experience with both chiropractic care and massage! The chiropractor was knowledgeable and thorough, addressing my pain effectively. The massage therapist was skilled, providing a relaxing and rejuvenating session. The staff is friendly and professional, and the clinic’s atmosphere is calming. Highly recommend for anyone seeking quality care!",1728057105,11 months ago,2021S05075350516.03,5350516.03
Mississauga,ChIJuU7oBNc5K4gRMdwH6hDCAgM,CANT STOP Performance & Rehab,Akhil Gangatharan,5,"Eric is a fantastic physio — knowledgeable, patient, and really takes the time to personalize your treatment. I saw real progress after just a few sessions. Highly recommend!",1752777323,2 months ago,2021S05075350528.35,5350528.35
Mississauga,ChIJuU7oBNc5K4gRMdwH6hDCAgM,CANT STOP Performance & Rehab,Burak Djamgouz,5,"I had the pleasure of working with Eric and his team for both physical therapy and personal training, and I couldn't be more impressed! Eric's expertise, combined with the team's dedication, made my recovery and strength-building journey incredibly smooth and effective. The team's professionalism, encouragement, and personalized approach made every session productive and enjoyable. I highly recommend Eric and his team for anyone looking to improve their physical health and performance!",1740862809,7 months ago,2021S05075350528.35,5350528.35
Mississauga,ChIJuU7oBNc5K4gRMdwH6hDCAgM,CANT STOP Performance & Rehab,Carolina Cifuentes,5,"My comes weekly to this gym with his basketball team and the patience, the workouts and the team altogether is what keeps him motivated and excited to keep returning. We have noticed a difference in his strength and his agility is improving slowly.",1752878491,2 months ago,2021S05075350528.35,5350528.35
Mississauga,ChIJuU7oBNc5K4gRMdwH6hDCAgM,CANT STOP Performance & Rehab,X4Days,5,Best Physio clinic/athletic training centre in the gta. Highly recommend for any serious athletes,1746479070,4 months ago,2021S05075350528.35,5350528.35
Mississauga,ChIJuU7oBNc5K4gRMdwH6hDCAgM,CANT STOP Performance & Rehab,DeQuon Cascart,5,To start the facility was beautiful. I knew walking in I was in good hands. After my appointment my knee felt amazing and the overall tea just had an energy to them that felt welcoming. If you ever need a performance and rehab clinic CANT STOP is the place to go.,1739309606,7 months ago,2021S05075350528.35,5350528.35
Mississauga,ChIJ220-fFoVK4gRUZAyNBd5D6Y,Peak Rehab,Alexa Shwery,5,"I’ve had such a great experience at Peak Rehab! From physiotherapy to laser therapy and massage, every service I received has been amazing. The staff is incredibly friendly, welcoming, and professional. They really take the time to listen and tailor the treatment to your needs. The clinic is clean, organized, and always accommodating with scheduling. I’ve noticed real improvements in my recovery thanks to their care. Highly recommend Peak Rehab to anyone looking for quality and compassionate treatment!",1753200055,2 months ago,2021S05075350570.01,5350570.01
Mississauga,ChIJ220-fFoVK4gRUZAyNBd5D6Y,Peak Rehab,hymraj basdeo,5,"I recently visited this clinic for physiotherapy and chiropractic care after hearing great things about it online, particularly on TikTok.

From the moment I arrived, the friendly front desk staff welcomed me and even offered coffee during each visit. Farah is exceptionally knowledgeable and truly cares about her clients' well-being.

The physiotherapists and chiropractors have been fantastic, taking the time to assess my issues and providing thoughtful advice throughout my treatment.

I’m confident that for any future treatments, this will be my go-to clinic. I highly recommend it to anyone seeking physiotherapy or chiropractic services.",1729354321,11 months ago,2021S05075350570.01,5350570.01
Mississauga,ChIJ220-fFoVK4gRUZAyNBd5D6Y,Peak Rehab,Shamsher Sandhu,5,"Have back pain, within 4 visits with Arshpreet , pain went away and feel fantastic again. She is very polite and let you know the exercises to improve pain. Always greeted by Receptionist very well and easy to book with . They file the expenses with insurance and there is no need to worry for paperwork. All the best for future .",1758380340,a week ago,2021S05075350570.01,5350570.01
Mississauga,ChIJ220-fFoVK4gRUZAyNBd5D6Y,Peak Rehab,Chantelle Niles,5,I get my messages here with Manjot she is AMAZING.  I also do physio therapy here with Arsh and she is so sweet and helpful. Always has suggestions and the front desk staff has never been better anywhere I have been. They are always smiling and offering tea or coffee.  You can tell They are happy at work which is great.,1755961606,a month ago,2021S05075350570.01,5350570.01
Mississauga,ChIJ220-fFoVK4gRUZAyNBd5D6Y,Peak Rehab,zack Tm,5,"The team is exceptional—both friendly and highly professional. They provided excellent care and expertise while addressing my tennis elbow and back pain. Their approach made me feel comfortable and confident throughout the process, ensuring I received the attention and treatment I needed.",1734375849,9 months ago,2021S05075350570.01,5350570.01
Mississauga,ChIJZ1qC8h1DK4gRVnDx472yelE,Flexcare Rehab,Kay Daniels,5,I’ve been coming here since the third trimester of my pregnancy. I’ve had only positive experiences here and amazing prenatal massage every time. It’s very clean and nicely decorated as well.,1758216771,a week ago,2021S05075350516.25,5350516.25
Mississauga,ChIJZ1qC8h1DK4gRVnDx472yelE,Flexcare Rehab,I M A,5,"Incredible services there, I highly recommend everyone to visit this place if they want to be treated from any pain comfortably since they have all the modern medical machines and tools needed. The staff there are also very friendly, joyful, and helpful.",1751478760,2 months ago,2021S05075350516.25,5350516.25
Mississauga,ChIJZ1qC8h1DK4gRVnDx472yelE,Flexcare Rehab,Rudmila Rusafa,5,"I honestly can’t say enough good things about this place. From the moment I walked in, I was greeted with warmth and genuine care. The ambiance is so calm and welcoming it instantly puts you at ease. The entire place is spotless, beautifully set up, and fully equipped with everything you could possibly need for recovery🥰

The owner, Ibrahim, and the staff here are simply amazing. Every single person I interacted with was professional, kind, and truly dedicated to helping their clients heal. A special shoutout to Monica 💕she is an absolute gem. She took her time with me, explained everything clearly, and was incredibly patient and kind throughout the session. Highly recommend this place to anyone looking for excellent care!",1749504563,3 months ago,2021S05075350516.25,5350516.25
Mississauga,ChIJZ1qC8h1DK4gRVnDx472yelE,Flexcare Rehab,Taimaa Albakkheet,5,I love the atmosphere and vibe of this place! The staff is very friendly and the therapist are knowledgeable.,1752618454,2 months ago,2021S05075350516.25,5350516.25
Mississauga,ChIJZ1qC8h1DK4gRVnDx472yelE,Flexcare Rehab,Zeid Noilaty,5,"I cant say enough good things about this clinic! It is spotless, modren, and beautifully designed! The atmosphere is so calm and welcoming from the moment you walk in. The staff here are absolutely amazing. I always leavw here feeling refreshed and well taken care of. Highly reccomend this place to anyone looking for top quality care in a friendly, comfortable environment!",1752789849,2 months ago,2021S05075350516.25,5350516.25
Mississauga,ChIJKafvnYRDK4gRCZJjD_x8HMA,Insight Health Solutions Wellness and Rehabilitation,Marsha-Ann Scott,5,"Top-notch service; top-notch treatment! I am incredibly grateful for the outstanding care I have been receiving for my knee injury. From the moment I walked in, I was treated with compassion, professionalism, and expertise. Priya took the time to understand my injury, walk me through the recovery process, and tailor a rehab plan that worked specifically for my needs.

The facility is clean, 🧽 well-equipped, and has a warm, welcoming atmosphere that makes each visit something I look forward to.

I highly recommend Insight Health to anyone in need of rehabilitation services; you’ll be in excellent hands!",1754498980,a month ago,2021S05075350612.10,5350612.10
Mississauga,ChIJKafvnYRDK4gRCZJjD_x8HMA,Insight Health Solutions Wellness and Rehabilitation,Marina Subic,5,"I can’t say enough good things about this incredible physiotherapist. Caroline is not only highly knowledgeable and skilled in her field, but she is also truly compassionate and deeply committed to her patients' well-being. From our very first session, it was clear that she genuinely cares about helping people heal and feel better. Caroline consistently goes above and beyond—researching new methods, tailoring treatment plans, and always seeking the best ways to support me. She is incredibly supportive and always takes the time to listen and understand what I’m going through.
What sets her apart is her unwavering dedication. She’s constantly exploring innovative approaches to aid in my recovery, and her commitment to my progress has made a remarkable difference. I genuinely feel like I’m in the best hands, and I’m so grateful to have her as my physiotherapist.",1746198448,4 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJKafvnYRDK4gRCZJjD_x8HMA,Insight Health Solutions Wellness and Rehabilitation,Renee Naiman,5,"The staff at Insights work as a team to take us from damaged to functional through their skill, professionalism and heart. It is truly a place to heal and be helped to regain the person you were before your injury. Special shout out to Gowshigan who specializes in treating vertigo and with kindness and expertise helped me “graduate” back to normal life. Along with Tim, Gina, Lisa and Sam they formed the magic squad that supported my progress.",1756960533,3 weeks ago,2021S05075350612.10,5350612.10
Mississauga,ChIJKafvnYRDK4gRCZJjD_x8HMA,Insight Health Solutions Wellness and Rehabilitation,The Reviewer,5,"I have been going to this place about 3 months now that my parents recommended it as i was having Sciatica and Piriformis syndrome

All receptionist that welcome you here are always very friendly no matter what time of the day

My Physiotherapist is Gowshingan and he helped me through this. Each session always giving advices, answering your concerns and questions, making conversations and just talking to you like a friend. Would really recommend him.

I was also getting massage therapy sessions and my RMT was Anthony. And could say the same thing that he has helped me through out my healing progress.

All in all i very much recommend this place",1752919199,2 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJKafvnYRDK4gRCZJjD_x8HMA,Insight Health Solutions Wellness and Rehabilitation,Anzelika Berko-Mensah,5,"I had the absolute pleasure of receiving a massage from Asra, and I can confidently say it was one of the best experiences I’ve ever had. From the moment I walked in, I felt welcomed and completely at ease. The space was clean, calming, and beautifully set up—perfect for relaxing.

Asra took the time to listen to my concerns and customized the massage to focus on the areas I needed most. The pressure was just right, and her technique was incredibly intuitive. I left feeling lighter, more flexible, and completely renewed—both physically and mentally.

What really stood out was the professionalism combined with genuine care. It’s clear that Asra is not only highly skilled but also deeply passionate about helping people feel their best.

I have now become a regular client of her and will definitely be returning, and recommending this service to friends and family. If you're looking for a truly therapeutic and rejuvenating massage, this is the place!",1753793187,2 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJvSkVzlJDK4gR-FMI3dwWRTY,Aspexx Rehab,Laila Aftab Ali,5,"I had an excellent experience with Arya and Maitri. From the very first visit, I was impressed with their professionalism, knowledge, and caring approach. They took the time to understand my condition thoroughly and created a treatment plan that was both effective and easy to follow.

The staff, specially gurpreet is welcoming, always accommodating my sessions timing according to my schedule. Moreover, the clinic is clean and well-organized, and I always felt comfortable during my sessions. Thanks to their guidance and support, I’ve noticed a big improvement in my mobility and pain levels.

I would highly recommend anyone looking for the best physiotherapy care!",1757522151,2 weeks ago,2021S05075350516.09,5350516.09
Mississauga,ChIJvSkVzlJDK4gR-FMI3dwWRTY,Aspexx Rehab,Elzbieta Janina Loniewska,5,"I'm glad that the Doctor from this clinic referred me to this place. Very compassionate, understanding and professional team of young people. Thank you All for an amazing treatments. I do Appreciate it you a lot. Elzbieta Janina Loniewska",1746808048,4 months ago,2021S05075350516.09,5350516.09
Mississauga,ChIJvSkVzlJDK4gR-FMI3dwWRTY,Aspexx Rehab,loungston spio,5,Such an amazing service from the reception to the chiropractic and physiotherapy. Sessions from Arya and Maitri were always moments of relief.👌,1753973425,a month ago,2021S05075350516.09,5350516.09
Mississauga,ChIJvSkVzlJDK4gR-FMI3dwWRTY,Aspexx Rehab,Natasha Dodson,5,"Friendly, helpful, punctual. A really great experience",1757106225,3 weeks ago,2021S05075350516.09,5350516.09
Mississauga,ChIJvSkVzlJDK4gR-FMI3dwWRTY,Aspexx Rehab,Juan Castano,1,Legit one of the worse places I’ve ever been. I got there for 11:40am and just got seen by the doctor just to be told they can’t do anything here and to go to a hospital or a x-ray lab so I waited for then 3 hours for absolutely nothing while they just kept calling other patients in to the rooms and the manager admitted they lost me in the system so 3 hours wasted to be told go to the hospital or an x-ray place wow legit don’t come here not worth the time go anywhere else first and last time I’m coming here,1719947179,a year ago,2021S05075350516.09,5350516.09
Mississauga,ChIJpVA22lFDK4gR8QjKCdmpBQg,Regenerative Health Sports Medicine and Rehabilitation,Jacqueline Zonneville,2,"I’ve been dealing with debilitating, chronic pain since seeing Dr. Kings in May 2023, initially for help with tendon tears in my left glute. While he was quick to identify the tears in my left glute and hamstring and provide needed PRP treatment (which worked), I continued experiencing similar pain on the right side, which he dismissed and attributed to nerve issues rather than tendon damage. He did submit a requisite for a lumbar spine MRI and said he could be of no further help until after that. The whole time I knew the right side was also tendon related. So, after two+ years now of seeking treatment from various chiros, physios, etc. for both my spine disc issues and glute pain, I was finally diagnosed with tendon tears in the EXACT spot I flagged to Dr. Kings back in 2023. In the meantime, my right leg basically mummified in pain and restriction and my pain levels were consistently 10/10 (as a former athlete, I had to use a cane to walk last summer). Another sports medicine doctor has since started treatment with a series of PRPs, and I’m hopeful for recovery (since there are now a series of partial tears in my R glute/hamstring tendons and my body has gone through severe trauma so the mechanics are all impacted!). While Dr. Kings is clearly skilled, I didn’t feel like he truly cared about my well-being after addressing only part of my issues. I felt gaslit, unheard and left to navigate and advocate for myself. It’s been a long, frustrating and very painful journey, and though I considered returning to Dr. Kings for further care in 2024, I felt the treatment I needed was not fully addressed by him during our time together (or I wouldn't be in this whole mess). The toll this chronic pain has taken on my mental and physical health (and wallet) has been significant.",1748377666,4 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJpVA22lFDK4gR8QjKCdmpBQg,Regenerative Health Sports Medicine and Rehabilitation,Marcelo Arruda,5,"Today is 6 weeks post prp injection in hip for partial labral tear. Im a hockey goalie and played my first game yesterday. I can
Say it was successful. Thank you Dr kings.",1753313051,2 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJpVA22lFDK4gR8QjKCdmpBQg,Regenerative Health Sports Medicine and Rehabilitation,Jamie M,5,"I’ve been suffering from chronic back pain for 18 months - it’s been very challenging to get good help during my frustrating run with this condition. I saw Dr Macintyre, who took a deep dive into my MRI’s, thoroughly analyzing my images & providing his exceptional expertise. Dr Kings also came in at the tail end of my initial assessment & assisted with some advice and issued a referral. Both Dr Macintyre & Dr Kings provided me with more help than any other Dr or pain mgmt specialist I have seen - you can really tell they look out for their patients and are very professional. I would really recommend this facility if you are in need of any services.  A+.",1728080506,11 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJpVA22lFDK4gR8QjKCdmpBQg,Regenerative Health Sports Medicine and Rehabilitation,Suzanne Carroll-Carr,5,"Dr Sean Kings is A+ he is thorough, listened to my concerns and cured my frozen shoulder (which i suffered with for 7 months before seeing him). Within 2 weeks my shoulder was 80% better and no pain. Physio helped me heal the last 20%. I can't say enough great things about Dr Kings.",1728613162,11 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJpVA22lFDK4gR8QjKCdmpBQg,Regenerative Health Sports Medicine and Rehabilitation,Fariba Hatami,5,"I was referred to Dr. Kings by my physiotherapist, and I'm extremely glad that I was. Having taught fitness for nearly 40 years, I've encountered numerous injuries over time. The level of care I received from Dr. Kings was impressive. His office is well-organized, and I appreciated the prompt appointment scheduling. Additionally, Dr. Kings utilizes ultrasound, which expedited the diagnosis process. As a health and wellness ambassador, I wholeheartedly recommend him to all my clients. Moreover, I underwent a successful PRP procedure on my shoulder performed by Dr. Kings. Thank you, Dr. Kings",1714248183,a year ago,2021S05075350612.10,5350612.10
Mississauga,ChIJ3fZXKhtHK4gRkjyLWoi5g_E,Lifecare Rehab,Vinay Vijan,5,"I would like to thanks kanika for taking care of my shoulder and tennis elbow
I had a shoulder tear Dr kanika did the assessment and had fixed my shoulder to 90 percentage still taking treatment from her with few more treatments I will be good to play my favourite sport
Thank you kanika and Aafia for taking care of my shoulder god bless you guys
Vinay",1758161390,a week ago,2021S05075350510.00,5350510.00
Mississauga,ChIJ3fZXKhtHK4gRkjyLWoi5g_E,Lifecare Rehab,Sanchit Sahni,5,"Life Care Rehab Physiotherapy has been a crucial part of my recovery journey. Dr Kanika  is professional, knowledgeable, and genuinely cares about her patients' progress. She tailored a treatment plan that suited my needs perfectly, and I started seeing improvements in no time. The facilities are clean and well-equipped, and the staff always makes you feel welcome. If you're looking for a place that will support you every step of the way, I highly recommend Life Care Rehab.",1721834545,a year ago,2021S05075350510.00,5350510.00
Mississauga,ChIJ3fZXKhtHK4gRkjyLWoi5g_E,Lifecare Rehab,Dipu Fatema,5,"I would like to say thank you to Kanika and her physio team . They are all professional,  friendly with their patients . Actually I knew this place from one my known person, then I recommend to my daughter and then I. Went.  This is a very good clinic . For walking patients you don't need to wait  hour after hour. Doctors are good too.  Hope it will be same as we found. Wish   a very happy Holiday and New Year to all the staffs of this clinic.",1735037572,9 months ago,2021S05075350510.00,5350510.00
Mississauga,ChIJ3fZXKhtHK4gRkjyLWoi5g_E,Lifecare Rehab,Savneet Singh,5,"I've honestly stopped going to my older rehab place ever since I've started my treatment here. The staff is very friendly and helpful.
Dr. Kanika is just brilliant. Her knowledge about her craft is spectacular and she is really invested in your recovery/ betterment that adds a bit of a personal touch that is not found at a lot of places around here. After my very first session I knew I was in good hands.

The prices are also reasonable but the service you get is worth much more.",1726263532,a year ago,2021S05075350510.00,5350510.00
Mississauga,ChIJ3fZXKhtHK4gRkjyLWoi5g_E,Lifecare Rehab,Diksha Puri,5,"I can't thank Dr. Kanika enough for helping me overcome my cervical pain. From day one, she showed such care and expertise, tailoring the treatment to my specific needs. Thanks to her dedication and support, I'm finally pain-free and feeling great. Highly recommend her to anyone in need of physiotherapy!",1721740467,a year ago,2021S05075350510.00,5350510.00
Mississauga,ChIJL1xrNbVFK4gRhvW7Oy7xsxU,Axis Rehab Clinic,Syed Hussain,5,"Thankyou very much to lady physio therapist at this location. May God bless her she treated with so much care in just few session I am getting great result I could not get in many years. Sorry I forget her name she is from India surat.
Syed Muzaffar Hussain
Sr Service Manager
SPC analytical inc",1758248823,a week ago,2021S05075350600.01,5350600.01
Mississauga,ChIJhU5cdbRDK4gRXybY8xu7QSk,Addiction Rehab Oakville,Amandeep Minhas,5,"I recently had the opportunity to meet with Shalini at the Addiction Rehab Oakville office, and I was really impressed with the space. It’s calm, welcoming, and perfect for one-on-one sessions. The environment was private and comfortable, allowing for meaningful and productive conversations.",1742861525,6 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJhU5cdbRDK4gRXybY8xu7QSk,Addiction Rehab Oakville,Deneesha Ravi,5,"I recently visited the Addiction Rehab Oakville office and had a session with Shalini. The space was fantastic—bright, clean, and comfortable, making it the perfect setting for a one-on-one session. Shalini was warm, empathetic, and really took the time to listen, which made the experience even better. It’s clear that the space is designed with clients' needs in mind. Highly recommend this place for anyone seeking support in a professional and welcoming environment.",1742840757,6 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJhU5cdbRDK4gRXybY8xu7QSk,Addiction Rehab Oakville,Shalini S,5,"I  have had the opportunity to use the Oakville location for outpatient one on one counselling sessions with my clients. The space is quiet and provides the perfect environment to conduct these sessions. It's a professional setting that allows for focused and private discussions, making a great option for anyone seeking a comfortable and confidential space to have their counselling sessions.",1737169928,8 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJhU5cdbRDK4gRXybY8xu7QSk,Addiction Rehab Oakville,Daman Dhindsa,5,,1748994382,3 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJhU5cdbRDK4gRXybY8xu7QSk,Addiction Rehab Oakville,Patrick Chalmers,5,,1737302001,8 months ago,2021S05075350612.10,5350612.10
Mississauga,ChIJo_T1yvZGK4gRLLGV8WGmZI8,CBI Health - Mississauga Queensway,Elle Aye,5,"Many thanks to CBI Health (Mississauga location) and their courteous and professional staff.  Michelle at the front desk was very accommodating with the last minute appointment changes and cancellations.  The office is well run and very organized.  Appointments are always on time.  Special thanks to Aaron (my physiotherapist) for establishing an exercise/stretching program that resulted in a “textbook recovery” for a broken ankle.  He was friendly and extremely knowledgeable and patiently took the time to answer any questions I had or address any concerns.  An overall pleasant experience during a difficult time.
~Lisa A",1742607647,6 months ago,2021S05075350513.03,5350513.03
Mississauga,ChIJo_T1yvZGK4gRLLGV8WGmZI8,CBI Health - Mississauga Queensway,Katerina Bukovcic,5,Thank you both for the care you provided me over the past few months while dealing with my injury! You made a world of difference in my recovery and i am glad that this was the location that i went to.  I always felt better leaving the clinic after my treatments and i would recommend coming here to anyone!!!,1749756912,3 months ago,2021S05075350513.03,5350513.03
Mississauga,ChIJo_T1yvZGK4gRLLGV8WGmZI8,CBI Health - Mississauga Queensway,Alex G,5,"I had Aaron and John both helping me comeback from being unable to work for over a year. They both were very friendly and professional, the facility is nice, clean and has all necessary equipment.",1750105501,3 months ago,2021S05075350513.03,5350513.03
Mississauga,ChIJo_T1yvZGK4gRLLGV8WGmZI8,CBI Health - Mississauga Queensway,Jennifer LaLonde,5,"Sukhmandeep was attentive, knowledgeable and encouraging.  She met my motivation to heal and thrive with enthusiasm! Thank you for the journey! Onwards and upwards!",1745873061,5 months ago,2021S05075350513.03,5350513.03
Mississauga,ChIJo_T1yvZGK4gRLLGV8WGmZI8,CBI Health - Mississauga Queensway,MH C,5,"The staff at CBI were so professional and friendly. Youssef was very understanding and easy to talk to. With his great knowledge and skills, he helped me regain my active lifestyle after a ski accident. He taught me the right strengthening exercises for continued back health, for my skiing and everyday activities. (Hilda)",1707852630,a year ago,2021S05075350513.03,5350513.03
Mississauga,ChIJPYa9uwBHK4gRpfApQjnM3y4,Medx Spine & Wellness Centre.,Asghar Jafri,5,"Excellent clinic.  I have a very good experience. Location is great, physio, massage and other Paramedic services available. Monika is a great person. She provides helpful information & always smile on her face. I like to refer my friends to this clinic.",1703007273,a year ago,2021S05075350512.00,5350512.00
Mississauga,ChIJPYa9uwBHK4gRpfApQjnM3y4,Medx Spine & Wellness Centre.,Noreen Ali,5,"Some members of my family received physiotherapy treatment from Alan and Monica at this clinic. The experience that we had was incredible! Firstly, the treatment received was quite beneficial and completely soothed away pain in bothering areas. In a course of a few months, there was significant improvement in painful body areas such as shoulder, etc. All staff members were highly accommodating, always working with you to figure out next steps and work on building improvement for you. Appointments were always conducted on the given time, and team members gave much care and attention to us. The overall experience is absolutely amazing, and this has become a permanent physiotherapy place for us to turn to! Thank you to the great, hardworking staff!",1641277471,3 years ago,2021S05075350512.00,5350512.00
Mississauga,ChIJPYa9uwBHK4gRpfApQjnM3y4,Medx Spine & Wellness Centre.,Aws Aljanabi,1,"This people and place is a joke. They put u in a room, and left u like 15min without attend, and came to put on wire and left u another 15min, it is just a waste ur money, time and insurance coverage. The receptionist always empty, they come and left anytime they want and nobody there at receptionist to attend patient came. They said in schedule they start at 10am but nobody there. When i called them, nobody answered.",1738708529,7 months ago,2021S05075350512.00,5350512.00
Mississauga,ChIJPYa9uwBHK4gRpfApQjnM3y4,Medx Spine & Wellness Centre.,Nawal Tariq,5,My mom had physiotherapy with Alankrita and she made her feel so comfortable there. She deals with patients very professionally and its obvious that she is very knowledgeable about her job. She helped my mom have an excellent experience with physio.,1642388417,3 years ago,2021S05075350512.00,5350512.00
Mississauga,ChIJPYa9uwBHK4gRpfApQjnM3y4,Medx Spine & Wellness Centre.,Sameer Sen,5,"What a pleasant &  knowledgeable team of therapists. I am so glad to be treated by most compassionate & caring physio team including Alankrita,  Monika & Ritu. They love to educate & motivate their patients as well as make it their personnel mission to accomplish full recovery. What's impressive is that they have most advanced equipment's coupled with amazing RMT's & chiro to speed up the recovery process. I recommend to anyone & everyone who are seeking honest & prompt service.",1639013144,3 years ago,2021S05075350512.00,5350512.00
Mississauga,ChIJuzYWH49EK4gRr4QsXt6sqX4,Align Physiotherapy & Sports Clinic Inc,M Truong,5,"Excellent physio clinic. Jen is an amazing PT. She helped me tremendously when I was suffering from debilitating back spasms - providing me with stretches, strengthening exercises, and guidance on other tools (she suggested for me try Pilates, which was a game changer in my recovery). She has an extensive waitlist but I would wholeheartedly recommend her!

I’ve also seen Adam for my mother’s wrist a while back. He was knowledgeable, patient, and provided me a detailed treatment plan. I now have no issues with my wrists!",1757782845,2 weeks ago,2021S05075350501.01,5350501.01
Mississauga,ChIJuzYWH49EK4gRr4QsXt6sqX4,Align Physiotherapy & Sports Clinic Inc,Khurram Saleem,5,"Highly recommended. The staff are not only knowledgeable and experienced but also incredibly personable and attentive. Parag, in particular, stands out for his exceptional diagnostic skills and hands-on expertise. His ability to assess and treat issues efficiently speaks to his years of experience. You truly feel well cared for in his hands.",1750690547,3 months ago,2021S05075350501.01,5350501.01
Mississauga,ChIJuzYWH49EK4gRr4QsXt6sqX4,Align Physiotherapy & Sports Clinic Inc,Lucas Casaletto,5,"After suffering a serious concussion, I was overwhelmed—foggy, frustrated, and unsure where to turn. Finding Align Physiotherapy and Sports Clinic was a true turning point in my recovery, and I can honestly say I don’t know where I’d be without Parag Shah and Jennifer Haywood.

From the very first visit, both Parag and Jennifer showed a level of care, professionalism, and expertise that immediately put me at ease. They listened—really listened—to my symptoms, concerns, and the toll the injury was taking on my day-to-day life. I never once felt rushed or like just another patient; they tailored my treatment with genuine care and precision.

The clinic itself is clean, welcoming, and run with professionalism from the front desk to the treatment rooms. It’s a place where you feel supported, seen, and motivated to get better.",1751837620,2 months ago,2021S05075350501.01,5350501.01
Mississauga,ChIJuzYWH49EK4gRr4QsXt6sqX4,Align Physiotherapy & Sports Clinic Inc,Alexis S,5,I had a shoulder “injury” from November until about a month ago (so about 5 months) and has been seeing a practitioner elsewhere and not getting better. One session with Parag and I was I was basically healed! Turns out it wasn’t an actual injury and in a few moves he took away about 80% of the pain. He’s magic.,1743887572,5 months ago,2021S05075350501.01,5350501.01
Mississauga,ChIJuzYWH49EK4gRr4QsXt6sqX4,Align Physiotherapy & Sports Clinic Inc,Valentina,5,"They are the best! Everyone is so nice and welcoming. Amanda, my physio, is wonderful. I have been seeing her for two years and she has helped me so much with all my issues. Thank you Amanda ❤️",1714431219,a year ago,2021S05075350501.01,5350501.01
Mississauga,ChIJYd2xuBpIK4gR2NzTzVSup6Y,Etobicoke Health and Wellness Clinic,Antoine de Saint-Exupéry,5,Very well equipped clinic...,1408400583,11 years ago,2021S05075350211.00,5350211.00
Mississauga,ChIJCzVY4Zk2K4gRf3E5HZaEI-8,Runnymede Healthcare Centre,Twilightofthegods33 (twilightofthegods33),4,"Was here for two weeks after getting out of the hospital. The facility is a bit over crowded, with some rooms having 4 people in them. My little space was about the size of a large walk in closet. Not spacious at all.
Coming in, I was already able to walk and get about, I just needed to build up my strength and stamina. The staff are all helpful and professional. The physio sessions are 30 minutes twice a day, which means for the other 23 hours of the day you lay in bed. It got depressing and boring at times.
This facility had mostly elderly people that couldn't walk and needed to use a wheelchair to get around. They are all bed ridden.
The food was very good. After two months at Humber River, this was 5 star!
Good medical facility overall. The place is always filled to the max with patients.

The physio program is a little light, and this is again due to the number of patients on hand. Staff was nice, helpful and professional, and I left with positive thoughts.",1749613889,3 months ago,2021S05075350105.00,5350105.00
Mississauga,ChIJCzVY4Zk2K4gRf3E5HZaEI-8,Runnymede Healthcare Centre,Wayne Leonard,5,"I was truly impressed by the level of care my mom received during the couple of months she stayed there. The staff were not only friendly but also exceptionally well-organized. It's evident that the facility is well-run, a credit to the effective management team in place.",1756044961,a month ago,2021S05075350105.00,5350105.00
Mississauga,ChIJCzVY4Zk2K4gRf3E5HZaEI-8,Runnymede Healthcare Centre,Ratikanta Malik,5,"Runnymede Healthcare Centre really came through for us when my 92-year-old dad needed help. Growing up nearby, I've always known about it. Dad stayed there for about three weeks and received incredible care from every nurse, doctor, and staff member on the third floor. I’m so thankful for their support and would definitely recommend them!",1749505759,3 months ago,2021S05075350105.00,5350105.00
Mississauga,ChIJCzVY4Zk2K4gRf3E5HZaEI-8,Runnymede Healthcare Centre,Susan Murray,5,"I felt very compelled to write a review here as my experience and stay at Runnymede health care center is the reason I recovered so quickly. Dr Mathew’s was so attentive and understanding. .Her genuine guidance was what I needed. .  The caring nature of nurses  and assistants  made the experience for me extremely  pleasant. But I could not have come this far in a short period of time without the extremely dedicated work of the young and knowledgeable therapists. Their perseverance , and total attention to get me moving was everything to me. I was quite emotional when I left because I was truly grateful for all their hard work. Bravo team. !
Susan.",1746574819,4 months ago,2021S05075350105.00,5350105.00
Mississauga,ChIJCzVY4Zk2K4gRf3E5HZaEI-8,Runnymede Healthcare Centre,Olivia Villaroya,2,"The other staff we're nice. I really took a time to give a review on what I experienced recently.  I got stressed with one of the nurse. I asked if the patient took his pain reliever and she answered she doesn't know. Can you imagine she's incharge with the patient but her answer is ""I DON'T KNOW"" She's on the monitor and all she has to do is open the patience's record and check. Common sense. Hope i won't see her again next time.",1753494044,2 months ago,2021S05075350105.00,5350105.00
